RegID,CatID,Cat,Grade,SeriesRank,Pct_Series,SeriesPoints,Rank_1,Final_1,CatID_1,Rank_2,Final_2,CatID_2,Rank_3,Final_3,CatID_3,Rank_4,Final_4,CatID_4,Rank_5,Final_5,CatID_5,Rank_6,Final_6,CatID_6
100402074,202,Junior Varsity 11-12th Grade Male,11.0,21,,1448,26.0,3789.43,202.0,18.0,3356.41,202.0,17.0,4008.47,202.0,22.0,3674.82,202.0,17.0,3604.01,202.0,25.0,3939.12,202.0
100402117,703,Elementary 4th Grade Male,4.0,10,,988,10.0,2571.3,703.0,10.0,2072.79,703.0,11.0,2907.31,703.0,9.0,2382.31,703.0,14.0,2311.9,703.0,9.0,2130.98,703.0
100402504,801,Elementary 2nd-3rd Grade Male,3.0,9,,825,8.0,1217.1,801.0,18.0,1053.53,801.0,8.0,1319.21,801.0,13.0,1163.34,801.0,10.0,1113.8,801.0,11.0,1082.88,801.0
100402608,101,Varsity Male,12.0,32,,1548,31.0,5264.1,101.0,32.0,5056.35,101.0,33.0,6325.0,101.0,26.0,5273.57,101.0,30.0,5477.31,101.0,29.0,5573.84,101.0
100402696,801,Elementary 2nd-3rd Grade Male,3.0,6,,887,6.0,1177.48,801.0,9.0,967.21,801.0,5.0,1277.31,801.0,5.0,1093.32,801.0,7.0,1074.92,801.0,7.0,1055.62,801.0
100403031,803,Elementary PreK-1st Grade Male,1.0,1,,985,1.0,1285.14,803.0,1.0,1095.42,803.0,1.0,1522.09,803.0,1.0,1240.1,803.0,1.0,1188.77,803.0,1.0,1114.24,803.0
100403056,601,Advanced Elementary Male,4.0,4,,1304,4.0,3579.93,601.0,4.0,2834.96,601.0,3.0,3682.58,601.0,5.0,3293.77,601.0,5.0,3299.38,601.0,5.0,3092.58,601.0
100403115,103,Advanced Middle School Male,7.0,13,,1352,14.0,3589.65,103.0,12.0,3300.28,103.0,13.0,4038.17,103.0,9.0,3560.74,103.0,15.0,3619.3,103.0,12.0,3763.47,103.0
100403636,502,Novice 7th Grade Male,7.0,25,,820,15.0,3791.96,502.0,,,,,,,24.0,3656.81,502.0,26.0,3485.16,502.0,21.0,3066.72,502.0
100404426,802,Elementary 2nd-3rd Grade Female,2.0,18,,601,19.0,1872.21,802.0,,,,16.0,2212.92,802.0,,,,21.0,1629.33,802.0,19.0,1451.22,802.0
100404962,402,Novice 6-8th Grade Female,7.0,33,,402,27.0,4941.14,402.0,,,,20.0,4567.82,402.0,,,,,,,,,
100404982,602,Advanced Elementary Female,5.0,3,,1352,3.0,3753.26,602.0,3.0,2775.03,602.0,1.0,3762.36,602.0,3.0,3445.28,602.0,3.0,3262.16,602.0,3.0,2946.72,602.0
100405012,202,Junior Varsity 11-12th Grade Male,12.0,22,,1445,24.0,3719.47,202.0,24.0,3437.8,202.0,19.0,4088.53,202.0,15.0,3578.21,202.0,22.0,3728.84,202.0,20.0,3877.81,202.0
100405045,801,Elementary 2nd-3rd Grade Male,3.0,34,,669,,,,39.0,1384.26,801.0,37.0,1882.4,801.0,34.0,1508.82,801.0,36.0,1430.47,801.0,30.0,1303.53,801.0
100405055,802,Elementary 2nd-3rd Grade Female,3.0,23,,470,,,,9.0,1183.83,802.0,,,,18.0,1722.27,802.0,18.0,1508.01,802.0,,,
100405513,703,Elementary 4th Grade Male,4.0,1,,1160,1.0,2390.16,703.0,6.0,1904.95,703.0,2.0,2513.75,703.0,1.0,2176.89,703.0,1.0,2095.61,703.0,2.0,1999.73,703.0
100405571,502,Novice 7th Grade Male,7.0,8,,1210,9.0,3549.86,502.0,9.0,2688.99,502.0,8.0,3731.05,502.0,7.0,3148.9,502.0,7.0,3040.56,502.0,13.0,2978.56,502.0
100405705,502,Novice 7th Grade Male,7.0,37,,203,,,,23.0,3058.9,502.0,,,,,,,-1.0,,502.0,,,
100405952,703,Elementary 4th Grade Male,3.0,2,,1145,7.0,2456.52,703.0,1.0,1775.85,703.0,1.0,2498.77,703.0,2.0,2181.49,703.0,5.0,2101.68,703.0,1.0,1976.78,703.0
100406526,502,Novice 7th Grade Male,7.0,35,,410,,,,,,,,,,18.0,3448.98,502.0,25.0,3474.61,502.0,,,
100406983,702,Elementary 5th Grade Female,5.0,13,,687,3.0,2542.32,702.0,2.0,1943.97,702.0,1.0,2597.74,702.0,,,,,,,,,
100407154,203,Junior Varsity Female,9.0,2,,1922,8.0,3861.76,203.0,2.0,3477.49,203.0,1.0,4189.67,203.0,3.0,3744.73,203.0,1.0,3713.39,203.0,5.0,3958.82,203.0
100408620,502,Novice 7th Grade Male,7.0,6,,1258,7.0,3487.4,502.0,7.0,2591.65,502.0,6.0,3589.03,502.0,5.0,3033.07,502.0,5.0,2935.53,502.0,6.0,2818.91,502.0
100408623,503,Novice 6th Grade Male,6.0,14,,1098,,,,14.0,2770.7,503.0,15.0,4115.63,503.0,15.0,3477.74,503.0,12.0,3182.52,503.0,16.0,3259.06,503.0
100408644,602,Advanced Elementary Female,4.0,8,,655,7.0,2804.96,704.0,,,,8.0,2912.68,704.0,,,,,,,7.0,3496.37,602.0
100408645,502,Novice 7th Grade Male,7.0,2,,1370,2.0,3278.42,502.0,4.0,2534.44,502.0,1.0,3424.26,502.0,2.0,2934.75,502.0,3.0,2894.33,502.0,2.0,2673.67,502.0
100408698,704,Elementary 4th Grade Female,4.0,14,,585,9.0,3061.28,704.0,13.0,2573.03,704.0,,,,,,,10.0,2584.91,704.0,,,
100408701,503,Novice 6th Grade Male,6.0,10,,1194,7.0,3457.37,503.0,,,,7.0,3695.0,503.0,9.0,3125.17,503.0,11.0,3090.13,503.0,10.0,2935.15,503.0
100408826,801,Elementary 2nd-3rd Grade Male,3.0,57,,145,24.0,1515.94,801.0,,,,,,,,,,,,,,,
100409714,503,Novice 6th Grade Male,6.0,43,,196,26.0,5156.07,503.0,,,,,,,,,,,,,,,
100410177,202,Junior Varsity 11-12th Grade Male,12.0,44,,696,,,,45.0,3957.89,202.0,,,,36.0,4002.67,202.0,36.0,4031.87,202.0,,,
100410607,203,Junior Varsity Female,12.0,18,,1463,19.0,5739.16,203.0,18.0,4346.48,203.0,-1.0,3102.3,203.0,18.0,5719.19,203.0,19.0,5259.06,203.0,20.0,5291.74,203.0
100411000,201,Junior Varsity 9-10th Grade Male,9.0,15,,1562,20.0,3570.89,201.0,14.0,3148.48,201.0,17.0,3961.41,201.0,12.0,3491.4,201.0,14.0,3468.06,201.0,9.0,3520.7,201.0
100412391,801,Elementary 2nd-3rd Grade Male,3.0,22,,735,19.0,1431.7,801.0,17.0,1048.82,801.0,22.0,1588.31,801.0,,,,25.0,1206.22,801.0,27.0,1249.41,801.0
100412392,803,Elementary PreK-1st Grade Male,1.0,2,,953,2.0,1447.08,803.0,2.0,1154.46,803.0,4.0,1635.91,803.0,,,,3.0,1326.85,803.0,2.0,1200.82,803.0
100413258,801,Elementary 2nd-3rd Grade Male,3.0,3,,941,4.0,1139.09,801.0,2.0,889.51,801.0,4.0,1247.42,801.0,3.0,1076.56,801.0,4.0,1035.95,801.0,3.0,1021.17,801.0
100413712,301,Novice 10-12th Grade Male,10.0,6,,1488,6.0,3229.8,301.0,11.0,2586.74,301.0,7.0,3355.16,301.0,3.0,2787.4,301.0,5.0,2812.08,301.0,6.0,2664.55,301.0
100417093,202,Junior Varsity 11-12th Grade Male,12.0,23,,1406,23.0,3714.64,202.0,34.0,3622.52,202.0,23.0,4222.32,202.0,23.0,3687.43,202.0,21.0,3719.18,202.0,23.0,3914.45,202.0
100418126,202,Junior Varsity 11-12th Grade Male,11.0,43,,822,21.0,3695.28,202.0,22.0,3436.3,202.0,,,,,,,,,,32.0,4168.48,202.0
100418232,302,Novice 9th Grade Male,9.0,10,,970,3.0,3311.32,302.0,,,,,,,1.0,2926.02,302.0,1.0,2772.32,302.0,,,
100418320,202,Junior Varsity 11-12th Grade Male,11.0,27,,1313,35.0,4450.98,202.0,25.0,3472.38,202.0,24.0,4250.0,202.0,32.0,3800.47,202.0,35.0,3996.45,202.0,28.0,3985.09,202.0
100418702,203,Junior Varsity Female,10.0,22,,889,18.0,4861.11,203.0,-1.0,2133.2,203.0,,,,17.0,5058.63,203.0,18.0,4924.03,203.0,,,
100418997,301,Novice 10-12th Grade Male,11.0,14,,1273,17.0,3645.7,301.0,17.0,2760.11,301.0,,,,13.0,3040.86,301.0,16.0,3080.1,301.0,12.0,2925.0,301.0
100419990,501,Novice 8th Grade Male,8.0,30,,616,22.0,3869.62,501.0,27.0,2902.02,501.0,15.0,3969.3,501.0,,,,,,,,,
100421104,501,Novice 8th Grade Male,8.0,32,,604,25.0,4001.32,501.0,26.0,2893.04,501.0,19.0,4274.94,501.0,,,,,,,,,
100421168,801,Elementary 2nd-3rd Grade Male,2.0,46,,423,,,,25.0,1158.76,801.0,,,,33.0,1497.74,801.0,26.0,1248.57,801.0,,,
100421419,501,Novice 8th Grade Male,8.0,10,,1144,12.0,3532.24,501.0,21.0,2804.73,501.0,10.0,3726.43,501.0,16.0,3216.26,501.0,12.0,3072.22,501.0,8.0,2800.75,501.0
100421716,701,Elementary 5th Grade Male,5.0,8,,997,7.0,2510.8,701.0,9.0,1945.81,701.0,8.0,2759.57,701.0,11.0,2390.74,701.0,11.0,2293.95,701.0,11.0,2185.86,701.0
100421861,501,Novice 8th Grade Male,8.0,7,,1222,9.0,3474.16,501.0,16.0,2731.93,501.0,6.0,3529.5,501.0,13.0,3151.54,501.0,6.0,2948.12,501.0,4.0,2715.41,501.0
100422519,802,Elementary 2nd-3rd Grade Female,2.0,35,,145,,,,,,,,,,24.0,3024.04,802.0,,,,,,
100423970,703,Elementary 4th Grade Male,4.0,23,,672,,,,,,,3.0,2552.96,703.0,,,,3.0,2096.29,703.0,3.0,2000.86,703.0
100424821,801,Elementary 2nd-3rd Grade Male,2.0,10,,820,10.0,1239.22,801.0,-1.0,,801.0,7.0,1292.95,801.0,11.0,1158.25,801.0,15.0,1117.18,801.0,10.0,1072.22,801.0
100427460,301,Novice 10-12th Grade Male,11.0,37,,224,,,,,,,,,,,,,30.0,3728.97,301.0,,,
100427875,402,Novice 6-8th Grade Female,8.0,30,,454,,,,10.0,2777.6,402.0,,,,,,,14.0,3286.35,402.0,,,
100429451,201,Junior Varsity 9-10th Grade Male,9.0,3,,1922,2.0,3137.07,201.0,2.0,2965.87,201.0,2.0,3370.14,201.0,3.0,3161.18,201.0,3.0,3108.16,201.0,4.0,3289.2,201.0
100429704,104,Advanced Middle School Female,8.0,9,,865,9.0,4368.29,104.0,9.0,4140.11,104.0,7.0,4963.43,104.0,,,,,,,,,
100430037,101,Varsity Male,10.0,12,,1957,14.0,4811.22,101.0,6.0,4224.55,101.0,5.0,4959.54,101.0,15.0,4920.52,101.0,34.0,4930.92,101.0,18.0,5243.31,101.0
100430386,503,Novice 6th Grade Male,6.0,5,,1280,8.0,3537.9,503.0,4.0,2602.37,503.0,6.0,3609.75,503.0,4.0,3037.18,503.0,5.0,2940.4,503.0,6.0,2867.48,503.0
100430662,402,Novice 6-8th Grade Female,7.0,19,,1054,20.0,4266.56,402.0,19.0,3068.26,402.0,16.0,4240.05,402.0,18.0,3787.9,402.0,20.0,3535.47,402.0,21.0,3223.92,402.0
100431290,802,Elementary 2nd-3rd Grade Female,3.0,14,,757,20.0,1931.72,802.0,19.0,1539.31,802.0,15.0,2162.13,802.0,21.0,1795.02,802.0,17.0,1474.12,802.0,17.0,1416.53,802.0
100431295,301,Novice 10-12th Grade Male,11.0,5,,1499,3.0,3206.97,301.0,5.0,2482.47,301.0,3.0,3252.61,301.0,9.0,2946.89,301.0,6.0,2887.04,301.0,17.0,3026.95,301.0
100431631,702,Elementary 5th Grade Female,5.0,5,,1065,10.0,2891.74,702.0,7.0,2154.53,702.0,11.0,3401.4,702.0,3.0,2429.95,702.0,4.0,2388.56,702.0,4.0,2257.26,702.0
100431637,103,Advanced Middle School Male,6.0,10,,1410,10.0,3453.99,103.0,8.0,3279.77,103.0,10.0,3787.62,103.0,12.0,3601.71,103.0,,,,8.0,3613.05,103.0
100431912,802,Elementary 2nd-3rd Grade Female,3.0,5,,898,9.0,1560.01,802.0,7.0,1155.49,802.0,5.0,1623.6,802.0,5.0,1326.02,802.0,4.0,1212.62,802.0,6.0,1162.63,802.0
100432123,704,Elementary 4th Grade Female,4.0,15,,552,,,,,,,,,,14.0,3544.22,704.0,17.0,3355.44,704.0,14.0,3452.3,704.0
100432140,402,Novice 6-8th Grade Female,6.0,11,,1158,10.0,3726.58,402.0,13.0,2862.44,402.0,11.0,3928.79,402.0,9.0,3305.77,402.0,11.0,3195.81,402.0,12.0,2986.09,402.0
100432536,702,Elementary 5th Grade Female,5.0,10,,988,9.0,2810.9,702.0,12.0,2292.51,702.0,7.0,3083.71,702.0,10.0,2751.8,702.0,12.0,3211.45,702.0,11.0,2392.33,702.0
100432755,103,Advanced Middle School Male,7.0,20,,1052,11.0,3568.28,103.0,15.0,3350.97,103.0,16.0,4264.84,103.0,,,,14.0,3589.33,103.0,,,
100432866,701,Elementary 5th Grade Male,5.0,26,,182,16.0,2835.18,701.0,,,,,,,,,,,,,,,
100433897,203,Junior Varsity Female,8.0,6,,1793,7.0,3853.35,203.0,6.0,3619.01,203.0,5.0,4321.23,203.0,,,,2.0,3727.99,203.0,7.0,3965.22,203.0
100433898,802,Elementary 2nd-3rd Grade Female,2.0,4,,917,5.0,1473.92,802.0,3.0,1110.05,802.0,4.0,1609.12,802.0,6.0,1332.86,802.0,5.0,1242.76,802.0,5.0,1161.67,802.0
100434612,203,Junior Varsity Female,12.0,19,,1458,6.0,4434.42,401.0,8.0,3268.36,401.0,16.0,5931.89,203.0,,,,20.0,5352.32,203.0,19.0,5282.85,203.0
100434649,201,Junior Varsity 9-10th Grade Male,10.0,9,,1700,17.0,3514.61,201.0,6.0,2986.87,201.0,8.0,3645.21,201.0,6.0,3320.21,201.0,8.0,3355.97,201.0,12.0,3557.59,201.0
100434674,301,Novice 10-12th Grade Male,11.0,36,,238,,,,23.0,3038.37,301.0,,,,,,,,,,,,
100435057,801,Elementary 2nd-3rd Grade Male,2.0,41,,521,38.0,1594.83,801.0,34.0,1255.12,801.0,,,,36.0,1544.92,801.0,,,,47.0,1523.35,801.0
100435102,202,Junior Varsity 11-12th Grade Male,11.0,45,,578,20.0,3686.89,202.0,,,,20.0,4090.69,202.0,,,,,,,,,
100435576,703,Elementary 4th Grade Male,4.0,16,,908,14.0,2771.74,703.0,18.0,2263.36,703.0,15.0,2998.39,703.0,20.0,2982.92,703.0,19.0,2457.85,703.0,15.0,2294.77,703.0
100435698,402,Novice 6-8th Grade Female,6.0,15,,1092,16.0,3964.48,402.0,14.0,2870.41,402.0,14.0,4094.4,402.0,15.0,3559.68,402.0,15.0,3288.69,402.0,17.0,3169.31,402.0
100436042,704,Elementary 4th Grade Female,4.0,9,,982,13.0,3809.3,704.0,12.0,2488.8,704.0,11.0,3261.72,704.0,9.0,2793.69,704.0,9.0,2581.51,704.0,10.0,2437.35,704.0
100436156,703,Elementary 4th Grade Male,4.0,13,,933,17.0,2812.95,703.0,14.0,2163.26,703.0,17.0,3052.27,703.0,10.0,2543.07,703.0,15.0,2409.42,703.0,14.0,2292.82,703.0
100438562,402,Novice 6-8th Grade Female,6.0,21,,1014,22.0,4617.01,402.0,24.0,3373.53,402.0,,,,19.0,3958.16,402.0,25.0,3885.24,402.0,23.0,3597.94,402.0
100439748,203,Junior Varsity Female,10.0,17,,1499,17.0,4715.88,203.0,17.0,4239.13,203.0,15.0,5501.28,203.0,16.0,4838.38,203.0,17.0,4813.52,203.0,-1.0,2801.62,203.0
100443048,301,Novice 10-12th Grade Male,11.0,11,,1375,13.0,3460.55,301.0,8.0,2503.04,301.0,8.0,3409.37,301.0,8.0,2927.02,301.0,11.0,2954.31,301.0,,,
100443121,402,Novice 6-8th Grade Female,6.0,22,,1002,,,,26.0,3491.43,402.0,22.0,4924.78,402.0,25.0,4381.76,402.0,24.0,3834.59,402.0,22.0,3540.96,402.0
100443534,203,Junior Varsity Female,10.0,7,,1733,14.0,4261.93,203.0,5.0,3612.47,203.0,8.0,4513.47,203.0,10.0,4188.55,203.0,6.0,3868.15,203.0,6.0,3965.22,203.0
100443536,202,Junior Varsity 11-12th Grade Male,12.0,50,,479,,,,39.0,3753.02,202.0,,,,,,,34.0,3993.59,202.0,,,
100443554,301,Novice 10-12th Grade Male,10.0,8,,1392,5.0,3222.39,301.0,12.0,2602.59,301.0,,,,11.0,3018.45,301.0,7.0,2890.35,301.0,10.0,2738.36,301.0
100443688,301,Novice 10-12th Grade Male,10.0,2,,1598,4.0,3218.46,301.0,3.0,2363.94,301.0,2.0,3205.5,301.0,1.0,2725.22,301.0,2.0,2691.94,301.0,3.0,2559.08,301.0
100454590,701,Elementary 5th Grade Male,5.0,25,,348,22.0,3280.49,701.0,,,,18.0,4739.54,701.0,,,,,,,,,
100454591,801,Elementary 2nd-3rd Grade Male,2.0,53,,270,39.0,1595.06,801.0,,,,29.0,1691.77,801.0,,,,,,,,,
100454636,201,Junior Varsity 9-10th Grade Male,10.0,25,,1394,,,,26.0,3413.05,201.0,26.0,4134.64,201.0,22.0,3610.44,201.0,19.0,3600.83,201.0,24.0,3915.18,201.0
100454711,402,Novice 6-8th Grade Female,7.0,17,,1082,12.0,3760.4,402.0,21.0,3155.65,402.0,18.0,4455.62,402.0,17.0,3736.71,402.0,18.0,3382.14,402.0,15.0,3136.66,402.0
100454718,503,Novice 6th Grade Male,6.0,15,,1080,16.0,3963.57,503.0,19.0,3025.5,503.0,14.0,4109.88,503.0,20.0,3806.0,503.0,17.0,3581.02,503.0,14.0,3194.56,503.0
100454723,601,Advanced Elementary Male,5.0,7,,1070,6.0,2383.95,701.0,7.0,1887.75,701.0,9.0,2761.84,701.0,6.0,2299.73,701.0,15.0,2354.76,701.0,7.0,3161.44,601.0
100454727,801,Elementary 2nd-3rd Grade Male,3.0,12,,812,9.0,1217.21,801.0,11.0,974.47,801.0,14.0,1359.44,801.0,9.0,1150.91,801.0,16.0,1151.58,801.0,12.0,1093.43,801.0
100454761,801,Elementary 2nd-3rd Grade Male,3.0,14,,783,11.0,1316.17,801.0,10.0,973.91,801.0,26.0,1649.68,801.0,14.0,1182.86,801.0,24.0,1205.16,801.0,13.0,1110.73,801.0
100454811,801,Elementary 2nd-3rd Grade Male,2.0,59,,133,36.0,1575.68,801.0,,,,,,,,,,,,,,,
100454898,503,Novice 6th Grade Male,6.0,29,,598,,,,25.0,3382.83,503.0,,,,27.0,4428.83,503.0,21.0,3759.1,503.0,,,
100454903,803,Elementary PreK-1st Grade Male,1.0,22,,455,,,,,,,,,,18.0,2287.85,803.0,21.0,1794.49,803.0,13.0,1602.08,803.0
100455050,801,Elementary 2nd-3rd Grade Male,2.0,31,,693,41.0,1685.23,801.0,37.0,1282.31,801.0,21.0,1580.53,801.0,27.0,1349.81,801.0,34.0,1394.12,801.0,33.0,1307.8,801.0
100455056,801,Elementary 2nd-3rd Grade Male,2.0,38,,643,51.0,1816.11,801.0,43.0,1514.29,801.0,40.0,1943.99,801.0,39.0,1595.1,801.0,41.0,1514.15,801.0,39.0,1413.71,801.0
100455927,803,Elementary PreK-1st Grade Male,0.0,10,,825,13.0,2022.05,803.0,10.0,1457.86,803.0,,,,11.0,1782.24,803.0,9.0,1503.12,803.0,7.0,1325.56,803.0
100455938,202,Junior Varsity 11-12th Grade Male,11.0,24,,1364,28.0,3832.98,202.0,26.0,3514.05,202.0,22.0,4161.75,202.0,29.0,3779.5,202.0,29.0,3855.64,202.0,22.0,3898.39,202.0
100456261,801,Elementary 2nd-3rd Grade Male,3.0,40,,590,21.0,1447.58,801.0,,,,,,,23.0,1319.3,801.0,20.0,1190.79,801.0,22.0,1206.66,801.0
100456379,302,Novice 9th Grade Male,9.0,5,,1464,11.0,5664.37,302.0,7.0,2928.84,302.0,5.0,3984.17,302.0,8.0,3472.47,302.0,6.0,3153.89,302.0,5.0,3195.11,302.0
100456473,402,Novice 6-8th Grade Female,6.0,29,,574,,,,29.0,4396.32,402.0,,,,26.0,5791.79,402.0,30.0,5469.24,402.0,,,
100456477,802,Elementary 2nd-3rd Grade Female,3.0,27,,438,,,,22.0,1603.11,802.0,,,,23.0,2419.7,802.0,24.0,1725.68,802.0,,,
100456612,501,Novice 8th Grade Male,8.0,17,,1008,,,,31.0,3196.05,501.0,21.0,4552.73,501.0,22.0,3779.1,501.0,23.0,3491.86,501.0,19.0,3158.15,501.0
100456665,801,Elementary 2nd-3rd Grade Male,2.0,24,,734,26.0,1521.4,801.0,26.0,1159.91,801.0,18.0,1494.42,801.0,25.0,1334.04,801.0,21.0,1195.83,801.0,21.0,1206.59,801.0
100456826,301,Novice 10-12th Grade Male,12.0,16,,1210,18.0,3794.95,301.0,20.0,2931.54,301.0,,,,24.0,3614.8,301.0,23.0,3360.45,301.0,20.0,3276.47,301.0
100456839,502,Novice 7th Grade Male,7.0,15,,1098,17.0,3857.87,502.0,12.0,2699.68,502.0,,,,14.0,3307.25,502.0,12.0,3131.66,502.0,18.0,3063.49,502.0
100456840,302,Novice 9th Grade Male,9.0,2,,1570,4.0,3449.09,302.0,3.0,2670.46,302.0,,,,3.0,2994.42,302.0,3.0,2956.21,302.0,2.0,2782.6,302.0
100457187,801,Elementary 2nd-3rd Grade Male,2.0,23,,735,18.0,1415.64,801.0,21.0,1129.02,801.0,30.0,1704.48,801.0,21.0,1304.37,801.0,22.0,1201.9,801.0,28.0,1274.21,801.0
100458193,501,Novice 8th Grade Male,8.0,20,,958,33.0,5118.49,501.0,34.0,3610.25,501.0,24.0,5448.11,501.0,26.0,4458.51,501.0,,,,24.0,5015.6,501.0
100458263,301,Novice 10-12th Grade Male,12.0,22,,766,,,,13.0,2605.18,301.0,,,,16.0,3127.14,301.0,,,,14.0,2940.94,301.0
100458417,802,Elementary 2nd-3rd Grade Female,3.0,28,,342,8.0,1559.71,802.0,,,,,,,,,,,,,8.0,1223.66,802.0
100458418,201,Junior Varsity 9-10th Grade Male,9.0,12,,1589,1.0,3116.61,302.0,1.0,2364.85,302.0,12.0,3841.66,201.0,14.0,3518.24,201.0,16.0,3485.73,201.0,13.0,3572.87,201.0
100458421,701,Elementary 5th Grade Male,5.0,24,,350,19.0,2975.13,701.0,,,,,,,,,,,,,20.0,2600.55,701.0
100458526,201,Junior Varsity 9-10th Grade Male,10.0,21,,1418,22.0,3603.0,201.0,28.0,3455.59,201.0,19.0,3992.96,201.0,24.0,3654.07,201.0,-1.0,2124.0,201.0,16.0,3692.73,201.0
100459748,804,Elementary PreK-1st Grade Female,1.0,18,,159,,,,,,,,,,,,,12.0,2488.74,804.0,,,
100459760,502,Novice 7th Grade Male,7.0,36,,384,,,,,,,,,,27.0,6084.67,502.0,,,,29.0,4596.15,502.0
100460115,103,Advanced Middle School Male,8.0,12,,1364,13.0,3586.86,103.0,10.0,3299.67,103.0,15.0,4125.85,103.0,10.0,3564.94,103.0,10.0,3462.53,103.0,,,
100460117,503,Novice 6th Grade Male,6.0,7,,1238,6.0,3442.55,503.0,6.0,2625.95,503.0,12.0,3954.93,503.0,7.0,3107.39,503.0,7.0,2974.74,503.0,7.0,2898.63,503.0
100460203,801,Elementary 2nd-3rd Grade Male,3.0,4,,929,3.0,1115.94,801.0,4.0,892.77,801.0,3.0,1188.76,801.0,4.0,1092.76,801.0,6.0,1040.53,801.0,5.0,1036.29,801.0
100460208,803,Elementary PreK-1st Grade Male,1.0,5,,907,9.0,1692.41,803.0,4.0,1158.7,803.0,3.0,1616.92,803.0,8.0,1602.58,803.0,4.0,1337.0,803.0,6.0,1235.72,803.0
100460265,301,Novice 10-12th Grade Male,12.0,26,,607,,,,,,,,,,4.0,2816.14,301.0,,,,5.0,2654.55,301.0
100460307,501,Novice 8th Grade Male,8.0,22,,924,11.0,3486.58,501.0,15.0,2719.72,501.0,9.0,3695.54,501.0,9.0,3063.11,501.0,,,,,,
100460335,704,Elementary 4th Grade Female,4.0,5,,1085,-1.0,,704.0,4.0,1914.61,704.0,4.0,2725.82,704.0,5.0,2408.24,704.0,4.0,2232.5,704.0,5.0,2185.2,704.0
100460395,703,Elementary 4th Grade Male,4.0,12,,933,15.0,2786.67,703.0,19.0,2270.65,703.0,22.0,3286.63,703.0,11.0,2558.96,703.0,12.0,2293.64,703.0,13.0,2186.09,703.0
100460479,704,Elementary 4th Grade Female,4.0,7,,1039,6.0,2682.59,704.0,7.0,2125.58,704.0,6.0,2884.53,704.0,7.0,2445.43,704.0,7.0,2337.5,704.0,6.0,2191.67,704.0
100460572,803,Elementary PreK-1st Grade Male,1.0,3,,949,3.0,1447.22,803.0,3.0,1157.46,803.0,2.0,1601.43,803.0,2.0,1375.81,803.0,7.0,1432.08,803.0,4.0,1230.4,803.0
100460726,503,Novice 6th Grade Male,6.0,33,,564,,,,31.0,3760.75,503.0,,,,30.0,4736.25,503.0,,,,29.0,4373.4,503.0
100461158,802,Elementary 2nd-3rd Grade Female,2.0,6,,886,6.0,1531.06,802.0,18.0,1483.13,802.0,11.0,1849.55,802.0,4.0,1321.14,802.0,6.0,1243.82,802.0,4.0,1161.27,802.0
100461165,502,Novice 7th Grade Male,7.0,19,,1040,18.0,3903.6,502.0,-1.0,1902.17,502.0,18.0,4074.51,502.0,20.0,3456.74,502.0,21.0,3335.55,502.0,23.0,3198.0,502.0
100461166,703,Elementary 4th Grade Male,4.0,15,,920,16.0,2787.63,703.0,11.0,2082.58,703.0,21.0,3193.93,703.0,17.0,2769.7,703.0,16.0,2441.3,703.0,16.0,2327.63,703.0
100461169,801,Elementary 2nd-3rd Grade Male,3.0,19,,763,12.0,1321.77,801.0,20.0,1122.02,801.0,16.0,1390.84,801.0,20.0,1289.02,801.0,17.0,1161.38,801.0,19.0,1153.69,801.0
100461203,602,Advanced Elementary Female,4.0,7,,930,8.0,2818.25,704.0,8.0,2158.72,704.0,,,,4.0,3808.84,602.0,,,,4.0,3253.22,602.0
100461204,802,Elementary 2nd-3rd Grade Female,2.0,11,,796,13.0,1588.28,802.0,14.0,1259.09,802.0,8.0,1728.65,802.0,14.0,1562.49,802.0,14.0,1444.26,802.0,12.0,1290.11,802.0
100461240,301,Novice 10-12th Grade Male,10.0,29,,501,-1.0,1105.45,301.0,,,,15.0,3887.68,301.0,,,,19.0,3176.06,301.0,,,
100461273,202,Junior Varsity 11-12th Grade Male,12.0,6,,1712,2.0,3320.24,202.0,13.0,3213.78,202.0,7.0,3786.39,202.0,6.0,3464.58,202.0,12.0,3538.66,202.0,13.0,3713.88,202.0
100461279,201,Junior Varsity 9-10th Grade Male,9.0,10,,1652,9.0,3263.56,201.0,11.0,3119.11,201.0,9.0,3655.97,201.0,9.0,3399.76,201.0,10.0,3386.61,201.0,15.0,3657.97,201.0
100461390,501,Novice 8th Grade Male,8.0,19,,976,31.0,4994.95,501.0,33.0,3564.83,501.0,23.0,5164.87,501.0,27.0,4631.25,501.0,28.0,3997.96,501.0,23.0,3606.78,501.0
100461442,203,Junior Varsity Female,8.0,20,,1438,10.0,4731.4,104.0,10.0,4565.83,104.0,-1.0,3379.93,104.0,8.0,5051.75,104.0,8.0,5050.36,104.0,17.0,5034.11,203.0
100461878,803,Elementary PreK-1st Grade Male,1.0,21,,457,,,,16.0,1657.27,803.0,,,,16.0,1869.78,803.0,18.0,1676.89,803.0,,,
100461879,703,Elementary 4th Grade Male,4.0,26,,542,,,,17.0,2230.71,703.0,,,,13.0,2680.1,703.0,20.0,2473.24,703.0,,,
100462281,402,Novice 6-8th Grade Female,7.0,38,,192,,,,,,,,,,28.0,6015.49,402.0,,,,,,
